statistic,statistic_label,tlist(a1),year,c02480v03003,type_of_offence,c02479v04377,garda_region,unit,value
RCD06C01,Recorded crimes,2023,2023,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,1465.0
RCD06C01,Recorded crimes,2023,2023,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,2362.0
RCD06C01,Recorded crimes,2023,2023,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,2572.0
RCD06C01,Recorded crimes,2023,2023,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,15260.0
RCD06C02,Recorded crime rate,2018,2018,1,Homicide Offences,10,Dublin Metropolitan Region,Number,2.0
RCD06C02,Recorded crime rate,2018,2018,1,Homicide Offences,20,North Western Region,Number,2.0
RCD06C02,Recorded crime rate,2018,2018,1,Homicide Offences,30,Eastern Region,Number,1.0
RCD06C02,Recorded crime rate,2018,2018,1,Homicide Offences,40,Southern Region,Number,2.0
RCD06C02,Recorded crime rate,2018,2018,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,2,Sexual Offences,10,Dublin Metropolitan Region,Number,70.0
RCD06C02,Recorded crime rate,2018,2018,2,Sexual Offences,20,North Western Region,Number,65.0
RCD06C02,Recorded crime rate,2018,2018,2,Sexual Offences,30,Eastern Region,Number,65.0
RCD06C02,Recorded crime rate,2018,2018,2,Sexual Offences,40,Southern Region,Number,63.0
RCD06C02,Recorded crime rate,2018,2018,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,484.0
RCD06C02,Recorded crime rate,2018,2018,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,415.0
RCD06C02,Recorded crime rate,2018,2018,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,370.0
RCD06C02,Recorded crime rate,2018,2018,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,376.0
RCD06C02,Recorded crime rate,2018,2018,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,133.0
RCD06C02,Recorded crime rate,2018,2018,4,Dangerous or Negligent Acts,20,North Western Region,Number,204.0
RCD06C02,Recorded crime rate,2018,2018,4,Dangerous or Negligent Acts,30,Eastern Region,Number,182.0
RCD06C02,Recorded crime rate,2018,2018,4,Dangerous or Negligent Acts,40,Southern Region,Number,192.0
RCD06C02,Recorded crime rate,2018,2018,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,4.0
RCD06C02,Recorded crime rate,2018,2018,5,Kidnapping and Related Offences,20,North Western Region,Number,3.0
RCD06C02,Recorded crime rate,2018,2018,5,Kidnapping and Related Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2018,2018,5,Kidnapping and Related Offences,40,Southern Region,Number,3.0
RCD06C02,Recorded crime rate,2018,2018,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,131.0
RCD06C02,Recorded crime rate,2018,2018,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,16.0
RCD06C02,Recorded crime rate,2018,2018,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,20.0
RCD06C02,Recorded crime rate,2018,2018,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,20.0
RCD06C02,Recorded crime rate,2018,2018,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,557.0
RCD06C02,Recorded crime rate,2018,2018,7,Burglary and Related Offences,20,North Western Region,Number,250.0
RCD06C02,Recorded crime rate,2018,2018,7,Burglary and Related Offences,30,Eastern Region,Number,313.0
RCD06C02,Recorded crime rate,2018,2018,7,Burglary and Related Offences,40,Southern Region,Number,229.0
RCD06C02,Recorded crime rate,2018,2018,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,2590.0
RCD06C02,Recorded crime rate,2018,2018,8,Theft and Related Offences,20,North Western Region,Number,709.0
RCD06C02,Recorded crime rate,2018,2018,8,Theft and Related Offences,30,Eastern Region,Number,968.0
RCD06C02,Recorded crime rate,2018,2018,8,Theft and Related Offences,40,Southern Region,Number,984.0
RCD06C02,Recorded crime rate,2018,2018,8,Theft and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,206.0
RCD06C02,Recorded crime rate,2018,2018,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,103.0
RCD06C02,Recorded crime rate,2018,2018,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,106.0
RCD06C02,Recorded crime rate,2018,2018,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,89.0
RCD06C02,Recorded crime rate,2018,2018,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,503.0
RCD06C02,Recorded crime rate,2018,2018,10,Controlled Drug Offences,20,North Western Region,Number,212.0
RCD06C02,Recorded crime rate,2018,2018,10,Controlled Drug Offences,30,Eastern Region,Number,398.0
RCD06C02,Recorded crime rate,2018,2018,10,Controlled Drug Offences,40,Southern Region,Number,342.0
RCD06C02,Recorded crime rate,2018,2018,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,84.0
RCD06C02,Recorded crime rate,2018,2018,11,Weapons and Explosives Offences,20,North Western Region,Number,38.0
RCD06C02,Recorded crime rate,2018,2018,11,Weapons and Explosives Offences,30,Eastern Region,Number,35.0
RCD06C02,Recorded crime rate,2018,2018,11,Weapons and Explosives Offences,40,Southern Region,Number,39.0
RCD06C02,Recorded crime rate,2018,2018,11,Weapons and Explosives Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,620.0
RCD06C02,Recorded crime rate,2018,2018,12,Damage to Property and to the Environment,20,North Western Region,Number,362.0
RCD06C02,Recorded crime rate,2018,2018,12,Damage to Property and to the Environment,30,Eastern Region,Number,369.0
RCD06C02,Recorded crime rate,2018,2018,12,Damage to Property and to the Environment,40,Southern Region,Number,380.0
RCD06C02,Recorded crime rate,2018,2018,12,Damage to Property and to the Environment,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,762.0
RCD06C02,Recorded crime rate,2018,2018,13,Public Order and other Social Code Offences,20,North Western Region,Number,666.0
RCD06C02,Recorded crime rate,2018,2018,13,Public Order and other Social Code Offences,30,Eastern Region,Number,468.0
RCD06C02,Recorded crime rate,2018,2018,13,Public Order and other Social Code Offences,40,Southern Region,Number,721.0
RCD06C02,Recorded crime rate,2018,2018,13,Public Order and other Social Code Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,679.0
RCD06C02,Recorded crime rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,156.0
RCD06C02,Recorded crime rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,202.0
RCD06C02,Recorded crime rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,259.0
RCD06C02,Recorded crime rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,1,Homicide Offences,10,Dublin Metropolitan Region,Number,2.0
RCD06C02,Recorded crime rate,2019,2019,1,Homicide Offences,20,North Western Region,Number,1.0
RCD06C02,Recorded crime rate,2019,2019,1,Homicide Offences,30,Eastern Region,Number,1.0
RCD06C02,Recorded crime rate,2019,2019,1,Homicide Offences,40,Southern Region,Number,1.0
RCD06C02,Recorded crime rate,2019,2019,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,2,Sexual Offences,10,Dublin Metropolitan Region,Number,76.0
RCD06C02,Recorded crime rate,2019,2019,2,Sexual Offences,20,North Western Region,Number,68.0
RCD06C02,Recorded crime rate,2019,2019,2,Sexual Offences,30,Eastern Region,Number,64.0
RCD06C02,Recorded crime rate,2019,2019,2,Sexual Offences,40,Southern Region,Number,62.0
RCD06C02,Recorded crime rate,2019,2019,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,539.0
RCD06C02,Recorded crime rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,437.0
RCD06C02,Recorded crime rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,365.0
RCD06C02,Recorded crime rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,412.0
RCD06C02,Recorded crime rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,142.0
RCD06C02,Recorded crime rate,2019,2019,4,Dangerous or Negligent Acts,20,North Western Region,Number,201.0
RCD06C02,Recorded crime rate,2019,2019,4,Dangerous or Negligent Acts,30,Eastern Region,Number,181.0
RCD06C02,Recorded crime rate,2019,2019,4,Dangerous or Negligent Acts,40,Southern Region,Number,185.0
RCD06C02,Recorded crime rate,2019,2019,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,3.0
RCD06C02,Recorded crime rate,2019,2019,5,Kidnapping and Related Offences,20,North Western Region,Number,3.0
RCD06C02,Recorded crime rate,2019,2019,5,Kidnapping and Related Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2019,2019,5,Kidnapping and Related Offences,40,Southern Region,Number,3.0
RCD06C02,Recorded crime rate,2019,2019,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,115.0
RCD06C02,Recorded crime rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,21.0
RCD06C02,Recorded crime rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,20.0
RCD06C02,Recorded crime rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,23.0
RCD06C02,Recorded crime rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,556.0
RCD06C02,Recorded crime rate,2019,2019,7,Burglary and Related Offences,20,North Western Region,Number,222.0
RCD06C02,Recorded crime rate,2019,2019,7,Burglary and Related Offences,30,Eastern Region,Number,322.0
RCD06C02,Recorded crime rate,2019,2019,7,Burglary and Related Offences,40,Southern Region,Number,206.0
RCD06C02,Recorded crime rate,2019,2019,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,2668.0
RCD06C02,Recorded crime rate,2019,2019,8,Theft and Related Offences,20,North Western Region,Number,702.0
RCD06C02,Recorded crime rate,2019,2019,8,Theft and Related Offences,30,Eastern Region,Number,973.0
RCD06C02,Recorded crime rate,2019,2019,8,Theft and Related Offences,40,Southern Region,Number,914.0
RCD06C02,Recorded crime rate,2019,2019,8,Theft and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,254.0
RCD06C02,Recorded crime rate,2019,2019,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,126.0
RCD06C02,Recorded crime rate,2019,2019,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,124.0
RCD06C02,Recorded crime rate,2019,2019,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,120.0
RCD06C02,Recorded crime rate,2019,2019,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,602.0
RCD06C02,Recorded crime rate,2019,2019,10,Controlled Drug Offences,20,North Western Region,Number,265.0
RCD06C02,Recorded crime rate,2019,2019,10,Controlled Drug Offences,30,Eastern Region,Number,450.0
RCD06C02,Recorded crime rate,2019,2019,10,Controlled Drug Offences,40,Southern Region,Number,355.0
RCD06C02,Recorded crime rate,2019,2019,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,90.0
RCD06C02,Recorded crime rate,2019,2019,11,Weapons and Explosives Offences,20,North Western Region,Number,43.0
RCD06C02,Recorded crime rate,2019,2019,11,Weapons and Explosives Offences,30,Eastern Region,Number,37.0
RCD06C02,Recorded crime rate,2019,2019,11,Weapons and Explosives Offences,40,Southern Region,Number,41.0
RCD06C02,Recorded crime rate,2019,2019,11,Weapons and Explosives Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,639.0
RCD06C02,Recorded crime rate,2019,2019,12,Damage to Property and to the Environment,20,North Western Region,Number,375.0
RCD06C02,Recorded crime rate,2019,2019,12,Damage to Property and to the Environment,30,Eastern Region,Number,359.0
RCD06C02,Recorded crime rate,2019,2019,12,Damage to Property and to the Environment,40,Southern Region,Number,364.0
RCD06C02,Recorded crime rate,2019,2019,12,Damage to Property and to the Environment,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,788.0
RCD06C02,Recorded crime rate,2019,2019,13,Public Order and other Social Code Offences,20,North Western Region,Number,686.0
RCD06C02,Recorded crime rate,2019,2019,13,Public Order and other Social Code Offences,30,Eastern Region,Number,481.0
RCD06C02,Recorded crime rate,2019,2019,13,Public Order and other Social Code Offences,40,Southern Region,Number,655.0
RCD06C02,Recorded crime rate,2019,2019,13,Public Order and other Social Code Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,743.0
RCD06C02,Recorded crime rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,204.0
RCD06C02,Recorded crime rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,221.0
RCD06C02,Recorded crime rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,225.0
RCD06C02,Recorded crime rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,1,Homicide Offences,10,Dublin Metropolitan Region,Number,2.0
RCD06C02,Recorded crime rate,2020,2020,1,Homicide Offences,20,North Western Region,Number,1.0
RCD06C02,Recorded crime rate,2020,2020,1,Homicide Offences,30,Eastern Region,Number,1.0
RCD06C02,Recorded crime rate,2020,2020,1,Homicide Offences,40,Southern Region,Number,2.0
RCD06C02,Recorded crime rate,2020,2020,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,2,Sexual Offences,10,Dublin Metropolitan Region,Number,68.0
RCD06C02,Recorded crime rate,2020,2020,2,Sexual Offences,20,North Western Region,Number,58.0
RCD06C02,Recorded crime rate,2020,2020,2,Sexual Offences,30,Eastern Region,Number,62.0
RCD06C02,Recorded crime rate,2020,2020,2,Sexual Offences,40,Southern Region,Number,56.0
RCD06C02,Recorded crime rate,2020,2020,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,474.0
RCD06C02,Recorded crime rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,374.0
RCD06C02,Recorded crime rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,322.0
RCD06C02,Recorded crime rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,337.0
RCD06C02,Recorded crime rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,173.0
RCD06C02,Recorded crime rate,2020,2020,4,Dangerous or Negligent Acts,20,North Western Region,Number,196.0
RCD06C02,Recorded crime rate,2020,2020,4,Dangerous or Negligent Acts,30,Eastern Region,Number,163.0
RCD06C02,Recorded crime rate,2020,2020,4,Dangerous or Negligent Acts,40,Southern Region,Number,167.0
RCD06C02,Recorded crime rate,2020,2020,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,4.0
RCD06C02,Recorded crime rate,2020,2020,5,Kidnapping and Related Offences,20,North Western Region,Number,4.0
RCD06C02,Recorded crime rate,2020,2020,5,Kidnapping and Related Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2020,2020,5,Kidnapping and Related Offences,40,Southern Region,Number,2.0
RCD06C02,Recorded crime rate,2020,2020,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,90.0
RCD06C02,Recorded crime rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,12.0
RCD06C02,Recorded crime rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,16.0
RCD06C02,Recorded crime rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,16.0
RCD06C02,Recorded crime rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,365.0
RCD06C02,Recorded crime rate,2020,2020,7,Burglary and Related Offences,20,North Western Region,Number,144.0
RCD06C02,Recorded crime rate,2020,2020,7,Burglary and Related Offences,30,Eastern Region,Number,183.0
RCD06C02,Recorded crime rate,2020,2020,7,Burglary and Related Offences,40,Southern Region,Number,146.0
RCD06C02,Recorded crime rate,2020,2020,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,1961.0
RCD06C02,Recorded crime rate,2020,2020,8,Theft and Related Offences,20,North Western Region,Number,543.0
RCD06C02,Recorded crime rate,2020,2020,8,Theft and Related Offences,30,Eastern Region,Number,700.0
RCD06C02,Recorded crime rate,2020,2020,8,Theft and Related Offences,40,Southern Region,Number,718.0
RCD06C02,Recorded crime rate,2020,2020,8,Theft and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,235.0
RCD06C02,Recorded crime rate,2020,2020,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,135.0
RCD06C02,Recorded crime rate,2020,2020,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,126.0
RCD06C02,Recorded crime rate,2020,2020,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,118.0
RCD06C02,Recorded crime rate,2020,2020,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,684.0
RCD06C02,Recorded crime rate,2020,2020,10,Controlled Drug Offences,20,North Western Region,Number,317.0
RCD06C02,Recorded crime rate,2020,2020,10,Controlled Drug Offences,30,Eastern Region,Number,377.0
RCD06C02,Recorded crime rate,2020,2020,10,Controlled Drug Offences,40,Southern Region,Number,417.0
RCD06C02,Recorded crime rate,2020,2020,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,96.0
RCD06C02,Recorded crime rate,2020,2020,11,Weapons and Explosives Offences,20,North Western Region,Number,47.0
RCD06C02,Recorded crime rate,2020,2020,11,Weapons and Explosives Offences,30,Eastern Region,Number,46.0
RCD06C02,Recorded crime rate,2020,2020,11,Weapons and Explosives Offences,40,Southern Region,Number,50.0
RCD06C02,Recorded crime rate,2020,2020,11,Weapons and Explosives Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,558.0
RCD06C02,Recorded crime rate,2020,2020,12,Damage to Property and to the Environment,20,North Western Region,Number,328.0
RCD06C02,Recorded crime rate,2020,2020,12,Damage to Property and to the Environment,30,Eastern Region,Number,326.0
RCD06C02,Recorded crime rate,2020,2020,12,Damage to Property and to the Environment,40,Southern Region,Number,314.0
RCD06C02,Recorded crime rate,2020,2020,12,Damage to Property and to the Environment,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,816.0
RCD06C02,Recorded crime rate,2020,2020,13,Public Order and other Social Code Offences,20,North Western Region,Number,517.0
RCD06C02,Recorded crime rate,2020,2020,13,Public Order and other Social Code Offences,30,Eastern Region,Number,395.0
RCD06C02,Recorded crime rate,2020,2020,13,Public Order and other Social Code Offences,40,Southern Region,Number,552.0
RCD06C02,Recorded crime rate,2020,2020,13,Public Order and other Social Code Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,366.0
RCD06C02,Recorded crime rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,138.0
RCD06C02,Recorded crime rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,157.0
RCD06C02,Recorded crime rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,187.0
RCD06C02,Recorded crime rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,1,Homicide Offences,10,Dublin Metropolitan Region,Number,1.0
RCD06C02,Recorded crime rate,2021,2021,1,Homicide Offences,20,North Western Region,Number,1.0
RCD06C02,Recorded crime rate,2021,2021,1,Homicide Offences,30,Eastern Region,Number,1.0
RCD06C02,Recorded crime rate,2021,2021,1,Homicide Offences,40,Southern Region,Number,1.0
RCD06C02,Recorded crime rate,2021,2021,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,2,Sexual Offences,10,Dublin Metropolitan Region,Number,75.0
RCD06C02,Recorded crime rate,2021,2021,2,Sexual Offences,20,North Western Region,Number,71.0
RCD06C02,Recorded crime rate,2021,2021,2,Sexual Offences,30,Eastern Region,Number,68.0
RCD06C02,Recorded crime rate,2021,2021,2,Sexual Offences,40,Southern Region,Number,64.0
RCD06C02,Recorded crime rate,2021,2021,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,474.0
RCD06C02,Recorded crime rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,408.0
RCD06C02,Recorded crime rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,347.0
RCD06C02,Recorded crime rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,367.0
RCD06C02,Recorded crime rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,150.0
RCD06C02,Recorded crime rate,2021,2021,4,Dangerous or Negligent Acts,20,North Western Region,Number,198.0
RCD06C02,Recorded crime rate,2021,2021,4,Dangerous or Negligent Acts,30,Eastern Region,Number,154.0
RCD06C02,Recorded crime rate,2021,2021,4,Dangerous or Negligent Acts,40,Southern Region,Number,157.0
RCD06C02,Recorded crime rate,2021,2021,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,3.0
RCD06C02,Recorded crime rate,2021,2021,5,Kidnapping and Related Offences,20,North Western Region,Number,3.0
RCD06C02,Recorded crime rate,2021,2021,5,Kidnapping and Related Offences,30,Eastern Region,Number,3.0
RCD06C02,Recorded crime rate,2021,2021,5,Kidnapping and Related Offences,40,Southern Region,Number,3.0
RCD06C02,Recorded crime rate,2021,2021,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,81.0
RCD06C02,Recorded crime rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,16.0
RCD06C02,Recorded crime rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,17.0
RCD06C02,Recorded crime rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,15.0
RCD06C02,Recorded crime rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,252.0
RCD06C02,Recorded crime rate,2021,2021,7,Burglary and Related Offences,20,North Western Region,Number,127.0
RCD06C02,Recorded crime rate,2021,2021,7,Burglary and Related Offences,30,Eastern Region,Number,166.0
RCD06C02,Recorded crime rate,2021,2021,7,Burglary and Related Offences,40,Southern Region,Number,114.0
RCD06C02,Recorded crime rate,2021,2021,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,1776.0
RCD06C02,Recorded crime rate,2021,2021,8,Theft and Related Offences,20,North Western Region,Number,478.0
RCD06C02,Recorded crime rate,2021,2021,8,Theft and Related Offences,30,Eastern Region,Number,631.0
RCD06C02,Recorded crime rate,2021,2021,8,Theft and Related Offences,40,Southern Region,Number,646.0
RCD06C02,Recorded crime rate,2021,2021,8,Theft and Related Offences,IE0,State,Number,0.0
